0.0008189678192138672,0.0,0.607,-0.067
0.011601924896240234,0.0004,0.468,0.0
0.013092994689941406,0.0008,0.493,-0.011
0.016555070877075195,0.0012000000000000001,0.658,-0.133
0.021507978439331055,0.0016,0.658,-0.122
0.027513980865478516,0.002,0.633,-0.133
0.0324559211730957,0.0024000000000000002,0.633,-0.133
0.03741002082824707,0.0028,0.519,-0.078
0.04341006278991699,0.0032,0.519,-0.067
0.04841804504394531,0.0036000000000000003,0.506,-0.078
0.05467987060546875,0.004,0.468,-0.033
0.05958700180053711,0.0044,0.455,-0.067
0.06438493728637695,0.0048000000000000004,0.481,-0.044
0.06957888603210449,0.005200000000000001,0.443,-0.022
0.0756070613861084,0.0056,0.443,-0.033
0.08056402206420898,0.006,0.468,-0.033
0.0857548713684082,0.0064,0.443,-0.022
0.0915830135345459,0.0068000000000000005,0.443,-0.011
0.09649491310119629,0.007200000000000001,0.468,-0.044
0.10263895988464355,0.0076,0.43,-0.033
0.10871195793151855,0.008,0.443,-0.022
0.11393189430236816,0.008400000000000001,0.468,-0.033
0.11977601051330566,0.0088,0.481,-0.033
0.1258080005645752,0.0092,0.405,-0.022
0.13071393966674805,0.009600000000000001,0.493,-0.033
0.13683795928955078,0.01,0.506,-0.056
0.14194989204406738,0.010400000000000001,0.506,-0.078
0.14683008193969727,0.0108,0.569,-0.089
0.15187907218933105,0.0112,0.569,-0.122
0.15694904327392578,0.011600000000000001,0.569,-0.089
0.16272902488708496,0.012,0.607,-0.111
0.17273688316345215,0.012400000000000001,0.62,-0.1
0.17421388626098633,0.0128,0.253,-0.022
0.17888092994689941,0.0132,0.342,-0.056
0.18369603157043457,0.013600000000000001,0.822,-0.167
0.18889689445495605,0.014,0.797,-0.189
0.1949329376220703,0.014400000000000001,0.797,-0.189
0.19984889030456543,0.0148,0.873,-0.2
0.2047560214996338,0.0152,0.797,-0.2
0.20973801612854004,0.015600000000000001,0.835,-0.189
0.21587705612182617,0.016,0.797,-0.189
0.22076106071472168,0.0164,0.81,-0.211
0.22674107551574707,0.016800000000000002,0.784,-0.167
0.23181486129760742,0.0172,0.822,-0.189
0.23773193359375,0.0176,0.746,-0.156
0.24273896217346191,0.018000000000000002,0.784,-0.178
