time,command,strain1,strain2
4.792213439941406e-05,0.0,1.06,0.966
0.0012409687042236328,0.0004,1.06,0.966
0.0032079219818115234,0.0008,1.058,0.968
0.0052149295806884766,0.0012000000000000001,1.06,0.965
0.007210969924926758,0.0016,1.056,0.967
0.009217023849487305,0.002,1.063,0.968
0.011343002319335938,0.0024000000000000002,1.058,0.966
0.013191938400268555,0.0028,1.06,0.966
0.015182018280029297,0.0032,1.063,0.967
0.017171144485473633,0.0036000000000000003,1.063,0.966
0.019186019897460938,0.004,1.058,0.966
0.02137899398803711,0.0044,1.063,0.968
0.023415088653564453,0.0048000000000000004,1.063,0.966
0.02538895606994629,0.005200000000000001,1.058,0.966
0.02737712860107422,0.0056,1.065,0.966
0.029122114181518555,0.006,1.063,0.967
0.03108692169189453,0.0064,1.06,0.966
0.03310704231262207,0.0068000000000000005,1.063,0.967
0.03508400917053223,0.007200000000000001,1.06,0.966
0.03708696365356445,0.0076,1.063,0.967
0.03913593292236328,0.008,1.063,0.968
0.04111194610595703,0.008400000000000001,1.06,0.967
0.04311108589172363,0.0088,1.058,0.966
0.045098066329956055,0.0092,1.053,0.966
0.04709291458129883,0.009600000000000001,1.06,0.967
0.049204111099243164,0.01,1.058,0.963
0.051245927810668945,0.010400000000000001,1.048,0.967
0.053334951400756836,0.0108,1.06,0.969
0.05569911003112793,0.0112,1.058,0.969
0.05720114707946777,0.011600000000000001,1.058,0.967
0.059458017349243164,0.012,1.063,0.971
0.06119108200073242,0.012400000000000001,1.058,0.97
0.06316900253295898,0.0128,1.058,0.968
0.06782793998718262,0.0132,1.058,0.968
0.06916308403015137,0.013600000000000001,1.063,0.97
0.07115411758422852,0.014,1.063,0.969
0.07318902015686035,0.014400000000000001,1.058,0.969
0.07516002655029297,0.0148,1.065,0.972
0.07715797424316406,0.0152,1.063,0.971
0.07915997505187988,0.015600000000000001,1.06,0.971
0.08116507530212402,0.016,1.06,0.975
0.08316397666931152,0.0164,1.063,0.973
0.08517694473266602,0.016800000000000002,1.058,0.97
0.08734297752380371,0.0172,1.056,0.97
0.08933711051940918,0.0176,1.06,0.972
0.0911400318145752,0.018000000000000002,1.056,0.971
0.09318709373474121,0.0184,1.058,0.97
0.09536194801330566,0.0188,1.065,0.97
0.09706997871398926,0.019200000000000002,1.06,0.971
0.09907698631286621,0.0196,1.056,0.971
0.10110902786254883,0.02,1.058,0.971
0.10308313369750977,0.0204,1.06,0.97
0.1051020622253418,0.020800000000000003,1.06,0.971
0.10714101791381836,0.0212,1.056,0.972
0.10914993286132812,0.0216,1.06,0.972
0.11113405227661133,0.022000000000000002,1.06,0.972
0.11292409896850586,0.0224,1.06,0.971
0.113922119140625,0.0228,1.063,0.972
0.11495494842529297,0.023200000000000002,1.063,0.973
0.11591792106628418,0.0236,1.058,0.971
0.1169121265411377,0.024,1.068,0.972
0.1177680492401123,0.0244,1.065,0.973
0.11875295639038086,0.024800000000000003,1.058,0.975
0.11987614631652832,0.0252,1.06,0.975
0.12091994285583496,0.0256,1.06,0.972
0.12187814712524414,0.026000000000000002,1.058,0.975
0.1228640079498291,0.0264,1.063,0.972
0.12389111518859863,0.0268,1.063,0.973
0.12481212615966797,0.027200000000000002,1.06,0.972
0.12584304809570312,0.027600000000000003,1.06,0.972
0.12685012817382812,0.028,1.06,0.975
