time,command,strain1,strain2
4.506111145019531e-05,0.0,0.723,0.635
0.0012509822845458984,0.0004,0.726,0.636
0.002972841262817383,0.0008,0.731,0.639
0.004078865051269531,0.0012000000000000001,0.731,0.64
0.005110979080200195,0.0016,0.731,0.643
0.006094932556152344,0.002,0.733,0.646
0.006983041763305664,0.0024000000000000002,-0.005,-0.079
0.008008003234863281,0.0028,-0.012,-0.079
0.009001016616821289,0.0032,-0.005,-0.079
0.010002851486206055,0.0036000000000000003,-0.002,-0.08
0.01099085807800293,0.004,-0.01,-0.079
0.011929035186767578,0.0044,-0.005,-0.078
0.012914896011352539,0.0048000000000000004,-0.007,-0.079
0.013876914978027344,0.005200000000000001,0.0,-0.079
0.014970064163208008,0.0056,-0.005,-0.08
0.015965938568115234,0.006,0.0,-0.079
0.016908884048461914,0.0064,-0.005,-0.078
0.01790595054626465,0.0068000000000000005,-0.01,-0.079
0.01888895034790039,0.007200000000000001,-0.002,-0.08
0.019855976104736328,0.0076,-0.01,-0.078
0.020899057388305664,0.008,-0.007,-0.079
0.0218658447265625,0.008400000000000001,0.0,-0.08
0.022920846939086914,0.0088,0.0,-0.079
0.023846864700317383,0.0092,-0.005,-0.079
0.024836063385009766,0.009600000000000001,-0.007,-0.08
0.025847911834716797,0.01,-0.002,-0.08
0.026905059814453125,0.010400000000000001,-0.002,-0.08
0.02791905403137207,0.0108,-0.002,-0.081
0.028888940811157227,0.0112,-0.007,-0.079
0.029865026473999023,0.011600000000000001,-0.005,-0.079
0.031045913696289062,0.012,-0.005,-0.08
0.03208184242248535,0.012400000000000001,0.0,-0.079
0.033113956451416016,0.0128,-0.002,-0.08
0.03502702713012695,0.0132,-0.007,-0.079
0.03582406044006348,0.013600000000000001,-0.005,-0.08
0.036798954010009766,0.014,-0.002,-0.08
0.037799835205078125,0.014400000000000001,-0.005,-0.079
0.03882098197937012,0.0148,-0.01,-0.081
0.03981900215148926,0.0152,-0.005,-0.079
0.04078197479248047,0.015600000000000001,-0.005,-0.078
0.041803836822509766,0.016,-0.005,-0.079
0.04301095008850098,0.0164,-0.005,-0.079
0.04400491714477539,0.016800000000000002,-0.002,-0.078
0.04499983787536621,0.0172,-0.002,-0.079
0.04599595069885254,0.0176,-0.01,-0.079
0.04708600044250488,0.018000000000000002,-0.007,-0.077
0.04813790321350098,0.0184,-0.005,-0.079
0.04899096488952637,0.0188,-0.005,-0.081
0.049855947494506836,0.019200000000000002,-0.002,-0.079
0.050885915756225586,0.0196,-0.002,-0.079
0.052104949951171875,0.02,-0.007,-0.081
0.05412101745605469,0.0204,-0.002,-0.08
0.05618906021118164,0.020800000000000003,-0.002,-0.079
0.058181047439575195,0.0212,-0.005,-0.078
0.05990004539489746,0.0216,-0.012,-0.079
0.060948848724365234,0.022000000000000002,-0.002,-0.08
0.0619509220123291,0.0224,-0.007,-0.079
0.06295394897460938,0.0228,-0.01,-0.08
0.06396985054016113,0.023200000000000002,-0.007,-0.077
0.06494998931884766,0.0236,-0.002,-0.078
0.0659480094909668,0.024,-0.01,-0.079
0.0669560432434082,0.0244,-0.007,-0.08
0.0679469108581543,0.024800000000000003,-0.005,-0.079
0.06898093223571777,0.0252,-0.005,-0.079
0.06995487213134766,0.0256,-0.007,-0.08
0.07095003128051758,0.026000000000000002,-0.005,-0.079
0.07195186614990234,0.0264,-0.007,-0.077
0.07292604446411133,0.0268,-0.01,-0.079
0.07395696640014648,0.027200000000000002,-0.01,-0.078
0.07494187355041504,0.027600000000000003,-0.005,-0.078
0.07595205307006836,0.028,-0.007,-0.08
0.07694292068481445,0.0284,-0.007,-0.08
0.07781696319580078,0.028800000000000003,-0.005,-0.08
0.0789330005645752,0.0292,-0.002,-0.079
0.07993793487548828,0.0296,-0.005,-0.081
0.0810239315032959,0.030000000000000002,0.0,-0.078
0.08200597763061523,0.0304,-0.007,-0.079
0.08291101455688477,0.0308,-0.012,-0.079
0.08464789390563965,0.031200000000000002,-0.007,-0.078
0.08633804321289062,0.0316,-0.005,-0.078
0.08834505081176758,0.032,-0.01,-0.079
0.09027791023254395,0.0324,-0.005,-0.079
0.09206390380859375,0.0328,-0.005,-0.079
0.0929419994354248,0.0332,-0.005,-0.078
0.09398698806762695,0.033600000000000005,-0.01,-0.079
0.09499096870422363,0.034,-0.002,-0.079
0.09597492218017578,0.0344,-0.007,-0.078
0.09717893600463867,0.034800000000000005,-0.015,-0.079
0.09895992279052734,0.0352,-0.007,-0.079
0.10005402565002441,0.0356,-0.002,-0.079
0.10105490684509277,0.036000000000000004,-0.01,-0.08
0.10218095779418945,0.0364,-0.005,-0.079
